Word	Tag
EMPLOYMENT	O
DETAILS	O
"
"	O
"
"	O
Jul	O
14.0	O
to	O
Nov14	O
:	O
Safety	O
Manager,	O
PMC,	O
Technip	O
–UAE	O
"
"	O
"
"	O
Sep	O
13.0	O
to	O
Jul	O
14.0	O
:	O
Senior	O
HSE	O
Engineer,	O
Technip	O
–	O
UAE	O
"
"	O
"
"	O
Client	O
:	O
TAKREER	O
(ADNOC)	O
PMC	O
"
"	O
"
"	O
Project	O
:	O
Flare	O
Gas	O
Recovery	O
Project,	O
UAE	O
"
"	O
"
"	O
Aug	O
11.0	O
to	O
Feb	O
13.0	O
:	O
HSSE	O
Manager,	O
Prekon,	O
Turkmenistan	O
"
"	O
"
"	O
Client	O
:	O
TMG,	O
Turkmen	O
Gas,	O
(Petrofac)	O
(C.P.F.)	O
"
"	O
"
"	O
"
"	O
.	.
Abilities	O
and	O
Skills	O
"
"	O
-Working	O
with	O
computer	O
at	O
upper	O
intermediate	O
level.	O
"
"	O
-Good	O
knowledge	O
about	O
kinds	O
of	O
paper.	O
"
"	O
-Good	O
knowledge	O
about	O
IRAN	B-Skills
carton	I-Skills
corrugation	I-Skills
bazaar.	I-Skills
"
"	O
-Preparation	O
for	O
kinds	O
of	O
missions	O
work	O
to	O
other	O
countries.	O
"
"	O
-Intersted	O
to	O
team	O
works.	O
"
"	O
-Knowledge	O
about	O
carton	B-Skills
box	I-Skills
produce.	I-Skills
"
"	O
"
"	O
-Knowledge	O
about	O
carton	B-Skills
box	I-Skills
printing.	I-Skills
"
"	O
-Knowledge	O
about	O
calculate	B-Skills
the	I-Skills
price.	I-Skills
"
"	O
-Knowledge	O
about	O
producers	B-Skills
of	I-Skills
suitable	I-Skills
paper.	I-Skills
"
"	O
"
"	O
Refrences	O
are	O
available	O
upon	O
request.	O
"
"	O
"
"	O
"
"	O
"
"	O
Abilities	O
and	O
Skills	O
"
"	O
-Working	O
with	O
computer	O
at	O
upper	O
intermediate	O
level.	O
"
"	O
-Good	O
knowledge	O
about	O
kinds	O
of	O
paper.	O
"
"	O
-Good	O
knowledge	O
about	O
IRAN	B-Skills
carton	I-Skills
corrugation	I-Skills
bazaar.	I-Skills
"
"	O
-Preparation	O
for	O
kinds	O
of	O
missions	O
work	O
to	O
other	O
countries.	O
"
"	O
-Intersted	O
to	O
team	O
works.	O
"
"	O
-Knowledge	O
about	O
carton	B-Skills
box	I-Skills
produce.	I-Skills
"
"	O
"
"	O
-Knowledge	O
about	O
carton	B-Skills
box	I-Skills
printing.	I-Skills
"
"	O
-Knowledge	O
about	O
calculate	B-Skills
the	I-Skills
price.	I-Skills
"
"	O
-Knowledge	O
about	O
producers	B-Skills
of	I-Skills
suitable	I-Skills
paper.	I-Skills
"
"	O
"
"	O
Refrences	O
are	O
available	O
upon	O
request.	O
"
"	O
"
"	O
"
"	O
-Good	O
knowledge	O
about	O
kinds	B-Skills
of	I-Skills
paper.	I-Skills
"
"	O
-Good	O
knowledge	O
about	O
IRAN	B-Skills
carton	I-Skills
corrugation	I-Skills
bazaar.	I-Skills
"
"	O
-Preparation	O
for	O
kinds	O
of	O
missions	O
work	O
to	O
other	O
countries.	O
"
"	O
-Intersted	O
to	O
team	O
works.	O
"
"	O
-Knowledge	O
about	O
carton	B-Skills
box	I-Skills
produce.	I-Skills
"
"	O
"
"	O
-Knowledge	O
about	O
carton	B-Skills
box	I-Skills
printing.	I-Skills
"
"	O
-Knowledge	O
about	O
calculate	B-Skills
the	I-Skills
price.	I-Skills
"
"	O
-Knowledge	O
about	O
producers	B-Skills
of	I-Skills
suitable	I-Skills
paper.	I-Skills
"
"	O
"
"	O
Refrences	O
are	O
available	O
upon	O
request.	O
"
"	O
"
"	O
"
"	O
"
"	O
-Good	O
knowledge	O
about	O
kinds	O
of	O
paper.	O
"
"	O
-Good	O
knowledge	O
about	O
IRAN	B-Skills
carton	I-Skills
corrugation	I-Skills
bazaar.	I-Skills
"
"	O
-Preparation	O
for	O
kinds	O
of	O
missions	O
work	O
to	O
other	O
countries.	O
"
"	O
-Intersted	O
to	O
team	O
works.	O
"
"	O
-Knowledge	O
about	O
carton	B-Skills
box	I-Skills
produce.	I-Skills
"
"	O
"
"	O
-Knowledge	O
about	O
carton	B-Skills
box	I-Skills
printing.	I-Skills
"
"	O
-Knowledge	O
about	O
calculate	B-Skills
the	I-Skills
price.	I-Skills
"
"	O
-Knowledge	O
about	O
producers	B-Skills
of	I-Skills
suitable	I-Skills
paper.	I-Skills
"
"	O
"
"	O
Refrences	O
are	O
available	O
upon	O
request.	O
"
"	O
"
"	O
"
"	O
"
"	O
-Good	O
knowledge	O
about	O
IRAN	B-Skills
carton	I-Skills
corrugation	I-Skills
bazaar.	I-Skills
"
"	O
-Preparation	O
for	O
kinds	O
of	O
missions	O
work	O
to	O
other	O
countries.	O
"
"	O
-Intersted	O
to	O
team	O
works.	O
"
"	O
-Knowledge	O
about	O
carton	B-Skills
box	I-Skills
produce.	I-Skills
"
"	O
"
"	O
-Knowledge	O
about	O
carton	B-Skills
box	I-Skills
printing.	I-Skills
"
"	O
-Knowledge	O
about	O
calculate	B-Skills
the	I-Skills
price.	I-Skills
"
"	O
-Knowledge	O
about	O
producers	B-Skills
of	I-Skills
suitable	I-Skills
paper.	I-Skills
"
"	O
"
"	O
Refrences	O
are	O
available	O
upon	O
request.	O
"
"	O
"
"	O
"
"	O
"
"	O
-Good	O
knowledge	O
about	O
IRAN	B-Skills
carton	I-Skills
corrugation	I-Skills
bazaar.	I-Skills
"
"	O
-Preparation	O
for	O
kinds	O
of	O
missions	O
work	O
to	O
other	O
countries.	O
"
"	O
-Intersted	O
to	O
team	O
works.	O
"
"	O
-Knowledge	O
about	O
carton	B-Skills
box	I-Skills
produce.	I-Skills
"
"	O
"
"	O
-Knowledge	O
about	O
carton	B-Skills
box	I-Skills
printing.	I-Skills
"
"	O
-Knowledge	O
about	O
calculate	B-Skills
the	I-Skills
price.	I-Skills
"
"	O
-Knowledge	O
about	O
producers	B-Skills
of	I-Skills
suitable	I-Skills
paper.	I-Skills
"
"	O
"
"	O
Refrences	O
are	O
available	O
upon	O
request.	O
"
"	O
"
"	O
"
"	O
"
"	O
"
"	O
.	.
"
"	O
.	.
Personal	O
Skills	O
"
"	O
1.0	O
"
"	O
2.0	O
"
"	O
3.0	O
"
"	O
4.0	O
"
"	O
5.0	O
"
"	O
6.0	O
"
"	O
"
"	O
Can	O
work	O
effectively	O
in	O
team,	O
as	O
well	O
as	O
individually.	O
"
"	O
Excellent	O
interpersonal	O
skills.	O
"
"	O
Can	O
adapt	B-Skills
successfully	I-Skills
to	O
changing	O
situations	O
and	O
environment	O
"
"	O
Excellent	B-Skills
team	I-Skills
player	I-Skills
"
"	O
Deterministic	B-Skills
and	O
confident	B-Skills
"
"	O
Ability	O
to	O
manage	B-Skills
team	I-Skills
effectively,	I-Skills
prioritizing	O
task	O
and	O
able	O
to	O
work	O
on	O
deadlines	O
"
"	O
"
"	O
Educational	O
Qualification	O
"
"	O
Bachelor	O
Of	O
Computer	O
Application,	O
CV	O
Raman	O
University	O
"
"	O
12th	O
STD	O
Amritha	O
College.	O
"
"	O
10th	O
STD	O
PES	O
Vidyalaya.	O
"
"	O
"
"	O
Excellent	O
interpersonal	O
skills.	O
"
"	O
Can	O
adapt	B-Skills
successfully	I-Skills
to	O
changing	O
situations	O
and	O
environment	O
"
"	O
Excellent	B-Skills
team	I-Skills
player	I-Skills
"
"	O
Deterministic	B-Skills
and	O
confident	B-Skills
"
"	O
Ability	B-Skills
to	I-Skills
manage	I-Skills
team	I-Skills
effectively,	I-Skills
prioritizing	O
task	O
and	O
able	O
to	O
work	O
on	O
deadlines	O
"
"	O
"
"	O
Educational	O
Qualification	O
"
"	O
Bachelor	O
Of	O
Computer	O
Application,	O
CV	O
Raman	O
University	O
"
"	O
12th	O
STD	O
Amritha	O
College.	O
"
"	O
10th	O
STD	O
PES	O
Vidyalaya.	O
"
"	O
"
"	O
Certifications	O
"
"	O
Passed	O
NSE	O
Capital	O
"
"	O
Market(Dealers)	O
Module	O
"
"	O
Passed	O
NSE	O
Derivatives	O
"
"	O
Market	O
(Dealers)	O
Module	O
"
"	O
Passed	O
IRDA	O
EXAM	O
"
"	O
"
"	O
Personal	O
Details	O
"
"	O
	O
"
"	O
"
"	O
.	.
"
"	O
.	.
Technical	O
blogger	O
at	O
medium.	O
"
"	O
"
"	O
Skills	O
"
"	O
	O
Artificial	B-Skills
Intelligence:	I-Skills
"
"	O
Computer	B-Skills
Vision,	I-Skills
NLP,	B-Skills
Machine	B-Skills
Learning	I-Skills
"
"	O
Tensorflow,	B-Skills
Pytorch,	B-Skills
Keras,	B-Skills
Pandas,	B-Skills
"
"	O
Numpy,	B-Skills
scikit-learn	B-Skills
"
"	O
Transformer	O
Models:	O
BERT,	B-Skills
ELMO	B-Skills
"
"	O
	O
Visualization	O
Tools:	O
"
"	O
Superset,	B-Skills
SAS,	B-Skills
Tableau	B-Skills
"
"	O
	O
Leadership	O
"
"	O
	O
Effective	B-Skills
communication.	I-Skills
"
"	O
	O
Time	B-Skills
Management	I-Skills
"
"	O
"
"	O
	O
Programming	O
Languages:	O
"
"	O
Python,	B-Skills
Java,	B-Skills
SQL,	B-Skills
HTML,	B-Skills
CSS,	B-Skills
C++	B-Skills
"
"	O
	O
Frameworks:	O
"
"	O
Flask,	B-Skills
Redis,	B-Skills
Mongodb,	B-Skills
MySQL,	B-Skills
Docker,	B-Skills
"
"	O
Nginx	B-Skills
"
"	O
	O
Embedded	O
Systems:	O
"
"	O
Skills	O
"
"	O
	O
Artificial	B-Skills
Intelligence:	I-Skills
"
"	O
Computer	B-Skills
Vision,	I-Skills
NLP,	B-Skills
Machine	B-Skills
Learning	I-Skills
"
"	O
Tensorflow,	B-Skills
Pytorch,	B-Skills
Keras,	B-Skills
Pandas,	B-Skills
"
"	O
Numpy,	B-Skills
scikit-learn	B-Skills
"
"	O
Transformer	O
Models:	O
BERT,	B-Skills
ELMO	B-Skills
"
"	O
	O
Visualization	O
Tools:	O
"
"	O
Superset,	B-Skills
SAS,	B-Skills
Tableau	B-Skills
"
"	O
	O
Leadership	O
"
"	O
	O
Effective	B-Skills
communication.	I-Skills
"
"	O
	O
Time	B-Skills
Management	I-Skills
"
"	O
"
"	O
	O
Programming	O
Languages:	O
"
"	O
Python,	B-Skills
Java,	B-Skills
SQL,	B-Skills
HTML,	B-Skills
CSS,	B-Skills
C++	B-Skills
"
"	O
	O
Frameworks:	O
"
"	O
Flask,	B-Skills
Redis,	B-Skills
Mongodb,	B-Skills
MySQL,	B-Skills
Docker,	B-Skills
"
"	O
Nginx	B-Skills
"
"	O
	O
Embedded	O
Systems:	O
"
"	O
Arduino,	B-Skills
Raspberry	B-Skills
pi	I-Skills
"
"	O
	O
Quantum	B-Skills
Computing:	I-Skills
(Lesss	O
profficiency)	O
"
"	O
Technical	O
Intern,	O
05/2018	O
to	O
07/2018	O
"
"	O
Onbyz	O
Technologies	O
–	O
Thiruvananthapuram,	O
IND	O
"
"	O
"
"	O
	O
Research	O
and	O
development	O
for	O
bionic	O
hand.	O
"
"	O
	O
Worked	B-Skills
with	I-Skills
micro-controller	I-Skills
and	I-Skills
micro-processor	I-Skills
for	O
development	O
of	O
embedded	O
projects.	O
"
"	O
"
"	O
Education	O
"
"	O
B-Tech,	O
Electronics	O
and	O
Communication	O
Engineering	O
"
"	O
Sree	O
Chitra	O
Thirunal	O
College	O
of	O
Engineering	O
–	O
Thiruvananthapuram,	O
IND	O
"
"	O
"
"	O
06/2015	O
to	O
04/2019	O
"
"	O
"
"	O
CGPA	O
–	O
7.64	O
"
"	O
"
"	O
Class	O
12.0	O
-	O
CBSE	O
"
"	O
TocH	O
Public	O
School–	O
Punalur,	O
IND	O
"
"	O
"
"	O
03/2013	O
to	O
03/2015	O
"
"	O
"
"	O
percentage	O
–	O
89.8%	O
"
"	O
"
"	O
.	.
"
"	O
.	.
.	O
Possess	O
technical	O
proficiency	O
with	O
MS-Office,	B-Skills
MS-Excel,	B-Skills
PowerPoint	B-Skills
"
"	O
Presentations	O
and	O
Documentation.	O
"
"	O
ACADEMIC	O
CREDENTIALS	O
"
"	O
.	O
MBA	O
in	O
Project	O
Management:	O
-	O
2012.0	O
from	O
CIAL	O
Academy,	O
IGNOU	O
(Part	O
Time)	O
"
"	O
:-	O
Secured	O
61%	O
"
"	O
.	O
B-Tech	O
in	O
Electrical	O
and	O
Electronics	O
Engineering:	O
-	O
2009.0	O
from	O
NSS	O
"
"	O
College	O
of	O
Engineering,	O
Palakkad	O
under	O
CALICUT	O
University	O
with	O
"
"	O
aggregate	O
of	O
60.0	O
%.	O
"
"	O
.	O
Class	O
XII:	O
-	O
2005.0	O
from	O
Kerala	O
State	O
Board,	O
From	O
GHSS	O
CHATHANUR	O
with	O
"
"	O
89.5%.	O
"
"	O
.	O
Class	O
X:	O
-2003from	O
Kerala	O
State	O
Board,	O
From	O
GHSS	O
CHATHANUR	O
with	O
91.5%.	O
"
"	O
INDUSTRIAL	O
EXPOSURE	O
"
"	O
PRESENT	O
JOB:	O
QA/QC	O
ENGINEER	O
"
"	O
COMPANY:	O
AL	O
NABOODAH	O
CONSTRUCTION	O
GROUP	O
LLC,	O
Dubai.	O
"
"	O
Al	O
Naboodah	O
Construction	O
Group	O
LLC	O
is	O
one	O
of	O
the	O
biggest	O
Contractors	O
"
"	O
in	O
the	O
Middle	O
East	O
and	O
UAE	O
and	O
a	O
part	O
Al	O
Naboodah	O
Holding	O
LLC.	O
"
"	O
DESIGNATION	O
:	O
QA/QC	O
Engineer.	O
"
"	O
DURATION	O
:	O
From	O
23.0	O
Feb.	O
2014.0	O
"
"	O
CURRENT	O
CTC	O
:	O
7000.0	O
AED	O
pm.	O
"
"	O
NOTICE	O
PERIOD	O
:	O
1.0	O
month.	O
"
"	O
"
"	O
.	.
Computer	O
Skills:	O
AutoCAD	B-Skills
MS	B-Skills
Window-MS	B-Skills
Offices-CAD-Internet-Email	B-Skills
"
"	O
"
"	O
"
"	O
"
"	O
"
"	O
PRESENT/MOST	O
RECENT	O
EMPLOYMENT	O
"
"	O
"
"	O
Company	O
Name:	O
(CONTRACTOR)	O
Abdullah	O
A.M	O
AL-Khodari	O
Sons	O
Co.	O
Joining	O
Date:	O
15-Feb	O
2013.0	O
"
"	O
"
"	O
(Kingdom	O
of	O
Saudia	O
Arabia)	O
"
"	O
"
"	O
"
"	O
"
"	O
"
"	O
"
"	O
Abdullah	O
A.	O
M.	O
Al-Khodari	O
Sons	O
Company	O
is	O
a	O
multifaceted	O
contracting	O
company	O
whose	O
"
"	O
"
"	O
"
"	O
"
"	O
Success	O
rests	O
on	O
its	O
highly	O
skilled	O
and	O
dedicated	O
team	O
of	O
professionals.	O
Since	O
its	O
beginning	O
"
"	O
"
"	O
"
"	O
"
"	O
in	O
1966.0	O
The	O
wide	O
scope	O
of	O
activities	O
spans:	O
civil	O
engineering,	O
roads	O
and	O
bridges,	O
railways,	O
buildings	O
and	O
"
"	O
"
"	O
"
"	O
"
"	O
infrastructure,	O
water	O
&	O
waste	O
water	O
treatment,	O
oil	O
&	O
gas	O
and	O
pipelines	O
in	O
support	O
of	O
petrochemical	O
production,	O
"
"	O
"
"	O
"
"	O
"
"	O
City	O
cleaning,	O
environmental	O
control,	O
land	O
transportation	O
and	O
operation	O
&	O
maintenance	O
activities.	O
"
"	O
"
"	O
"
"	O
"
"	O
"
"	O
"
"	O
Address:	O
:Al-Saeed	O
Business	O
Tower	O
,2nd	O
Floor	O
Dammam	O
Khobar	O
Highway	O
PO	O
Box	O
3589,AL-Khobar	O
31952.0	O
ph.	O
+966-3-8147200,Fax	O
+966-3-8147171	O
"
"	O
"
"	O
Position:	O
Since	O
December	O
2015.0	O
as	O
Q.S	O
and	O
Site	O
Engr	O
at	O
Prince	O
Sattam	O
University	O
Building	O
Wadi	O
Dawasir	O
.	O
(AL-KHODARI)	O
"
"	O
"
"	O
"
"	O
"
"	O
"
"	O
.	.
MANAGEMENT	O
SKILLS	O
AND	O
ABILITIES	O
"
"	O
Computerized	B-Skills
Accounts	I-Skills
"
"	O
Software	B-Skills
Implementation	I-Skills
"
"	O
Expertise	O
Areas	O
"
"	O
Information	B-Skills
Technology	I-Skills
"
"	O
Management	O
Skills	O
"
"	O
Sports	B-Skills
"
"	O
"
"	O
:	O
"
"	O
:	O
"
"	O
:	O
"
"	O
:	O
"
"	O
:	O
"
"	O
:	O
"
"	O
"
"	O
Finapps,	B-Skills
Tally,	B-Skills
QB,	B-Skills
Business	B-Skills
Objects,	I-Skills
Focus	B-Skills
RT,	I-Skills
SAP,	B-Skills
Epicor	B-Skills
ERP9	I-Skills
&	I-Skills
E10.	I-Skills
"
"	O
Metacom,	B-Skills
Proteus,	B-Skills
Sybiz,	B-Skills
Eazypay,	B-Skills
Oracle	B-Skills
and	I-Skills
Warehouse	I-Skills
Mgt	I-Skills
System.	I-Skills
"
"	O
ERP	B-Skills
Oracle,	I-Skills
SAP,	B-Skills
Microsoft	B-Skills
Office	I-Skills
Packages,	I-Skills
Google	B-Skills
Apps	I-Skills
for	I-Skills
Business.	I-Skills
"
"	O
Fair	O
Knowledge	O
in	O
Computer	B-Skills
Hardware,	I-Skills
Computer/Mobile	B-Skills
OS’s,	I-Skills
Web	B-Skills
Apps.	I-Skills
"
"	O
Effective	O
Communication,	B-Skills
Interpersonal	B-Skills
and	O
Leadership,	B-Skills
Time	B-Skills
Management.	I-Skills
"
"	O
Football,	B-Skills
Cricket,	B-Skills
Volleyball	B-Skills
and	O
Athletics	B-Skills
"
"	O
"
"	O
I	O
hereby	O
certify	O
that	O
the	O
particulars	O
given	O
above	O
are	O
true	O
and	O
accurate	O
to	O
the	O
best	O
of	O
my	O
knowledge.	O
"
"	O
Murshid	O
Mahroof.	O
"
"	O
Resume	O
of	O
Murshid	O
Mahroof	O
|	O
Page	O
2.0	O
"
"	O
"
"	O
"
"	O
"
"	O
"
"	O
.	.
Professional	O
Skills	O
"
"	O
	O
"
"	O
	O
"
"	O
	O
"
"	O
"
"	O
	O
"
"	O
	O
"
"	O
	O
"
"	O
"
"	O
Auto	B-Skills
Cad	I-Skills
"
"	O
Microsoft	B-Skills
Office	I-Skills
"
"	O
3D	B-Skills
Studio	I-Skills
Ma	I-Skills
"
"	O
"
"	O
"
"	O
.	.
Skills	O
Summary	O
"
"	O
-	O
Analyze	B-Skills
user	I-Skills
requirements	I-Skills
and	O
the	O
design	O
of	O
process	O
and/or	O
mechanical	O
equipment	O
to	O
design	O
automation	O
"
"	O
systems	O
that	O
will	O
cause	O
the	O
equipment	O
to	O
function	O
in	O
the	O
desired	O
manner	O
"
"	O
-	O
Define	B-Skills
the	I-Skills
data	I-Skills
structure	I-Skills
layout	I-Skills
and	O
data	O
flow	O
model	O
considering	O
the	O
volume	O
and	O
type	O
of	O
data	O
involved	O
in	O
order	O
"
"	O
to	O
provide	O
specifications	O
for	O
hardware	O
selection	O
and	O
software	O
development	O
"
"	O
-	O
Select	B-Skills
the	I-Skills
physical	I-Skills
communication	I-Skills
media,	I-Skills
network	I-Skills
architecture,	I-Skills
and	O
protocols	O
based	O
on	O
data	O
requirements	O
in	O
"
"	O
order	O
to	O
complete	O
system	O
design	O
and	O
support	O
system	O
development	O
"
"	O
-	O
Develop	B-Skills
Human	I-Skills
Machine	I-Skills
Interface	I-Skills
(HMI)	O
in	O
accordance	O
with	O
the	O
design	O
documents	O
in	O
order	O
to	O
meet	O
the	O
"
"	O
functional	O
requirements	O
"
"	O
-	O
Implementing	B-Skills
connections	I-Skills
to	I-Skills
remote	I-Skills
devices	I-Skills
"
"	O
-	O
Programming	O
configurations	O
"
"	O
-	O
Data	B-Skills
Mapping	I-Skills
"
"	O
Knowledgeable	O
in	O
Distributed	B-Skills
Control	I-Skills
System	I-Skills
(DCS),	I-Skills
Process	B-Skills
Automation	I-Skills
Controllers,	I-Skills
IEC	B-Skills
-	I-Skills
61131.0	I-Skills
such	O
as	O
but	O
"
"	O
not	O
limited	O
to	O
Instruction	O
List,	O
Function	O
Block,	O
Structured	O
Text,	O
and	O
Industrial	O
Digital	O
Field	O
Protocols	O
including	O
"
"	O
but	O
not	O
limited	O
to	O
Modbus,	O
and	O
Ethernet/Internet	O
Protocol,	O
physical	O
topology,	O
basic	O
control	O
(regulatory	O
control,	O
"
"	O
feedback,	O
feed	O
forward,	O
cascade,	O
ratio,	O
PID,	O
split-range),	O
simulation	O
tools,	O
general	O
software	O
testing	O
procedures,	O
"
"	O
field	O
devices,	O
control	O
devices,	O
computers,	O
networks,	O
specific	O
HMI	O
software	O
products,	O
tag	O
definition	O
schemes,	O
"
"	O
programming	O
structure	O
techniques,	O
network	O
communications,	O
alarming	O
schemes,	O
and	O
report	O
configurations.	O
"
"	O
Doing	O
local	O
and	O
overseas	O
projects	O
particularly	O
in	O
Japan,	O
and	O
Malaysia.	O
"
"	O
"
"	O
"
"	O
.	.
TECHNICAL	O
QUALIFICATIONS	O
"
"	O
"
"	O
"
"	O
"
"	O
DIPLOMA	O
IN	O
CIVIL	O
ENGINEERING	O
(GOVT.POLYTECHNIC	O
KOTTAYAM-KERALA-INDIA)	O
"
"	O
"
"	O
AMIE	O
–SECTION	O
A	O
(ASSOCIATE	O
MEMBERSHIP	O
IN	O
INSTITUTE	O
OF	O
ENGINEERS-INDIA)	O
"
"	O
"
"	O
"
"	O
"
"	O
IT	O
SKILLS:	O
"
"	O
"
"	O
"
"	O
"
"	O
AutoCAD	B-Skills
(Proficient	O
with	O
latest	O
release	O
)	O
"
"	O
"
"	O
MS	B-Skills
Office	I-Skills
"
"	O
"
"	O
Estima	B-Skills
(Estimation	I-Skills
software)	I-Skills
"
"	O
"
"	O
IT	O
SKILLS:	O
"
"	O
"
"	O
"
"	O
"
"	O
AutoCAD	B-Skills
(Proficient	O
with	O
latest	O
release	O
)	O
"
"	O
"
"	O
MS	B-Skills
Office	I-Skills
"
"	O
"
"	O
Estima	B-Skills
(Estimation	I-Skills
software)	I-Skills
"
"	O
"
"	O
Auto	B-Skills
Plotter	I-Skills
(package	O
Course	O
for	O
Infrastructure	O
from	O
Infosys	O
Bangalore)	O
"
"	O
"
"	O
"
"	O
"
"	O
SOFTWARE	O
KNOWLEDGE	O
"
"	O
"
"	O
"
"	O
"
"	O
Knowledge	O
of	O
Revit,	B-Skills
"
"	O
"
"	O
SOFTWARE	O
KNOWLEDGE	O
"
"	O
"
"	O
"
"	O
"
"	O
Knowledge	O
of	O
Revit,	B-Skills
"
"	O
"
"	O
"
"	O
"
"	O
PERSONAL	O
DETAILS	O
"
"	O
"
"	O
"
"	O
"
"	O
Name	O
"
"	O
"
"	O
:	O
"
"	O
"
"	O
Smitha	O
Biju	O
Kumar	O
"
"	O
"
"	O
Husband’s	O
name	O
"
"	O
"
"	O
Knowledge	O
of	O
Revit,	O
"
"	O
"
"	O
"
"	O
"
"	O
PERSONAL	O
DETAILS	O
"
"	O
"
"	O
"
"	O
"
"	O
Name	O
"
"	O
"
"	O
:	O
"
"	O
"
"	O
Smitha	O
Biju	O
Kumar	O
"
"	O
"
"	O
Husband’s	O
name	O
"
"	O
"
"	O
:	O
"
"	O
"
"	O
Biju	O
Kumar	O
"
"	O
"
"	O
"
"	O
.	.
TECHNICAL	O
EMPLOYMENT	O
&	O
SKILLS	O
PROFILE	O
"
"	O
QMSrs	O
Ltd	O
"
"	O
"
"	O
Training	B-Skills
&	I-Skills
Development	I-Skills
Programmes	I-Skills
Manager	I-Skills
"
"	O
"
"	O
31/08/2013	O
-	O
Present	O
"
"	O
"
"	O
•	O
Internal	B-Skills
administration	I-Skills
of	O
IT	O
systems.	O
"
"	O
•	O
Liaise	O
with	O
software	O
developers	O
with	O
regard	O
to	O
redesign	O
and	O
improvement	O
of	O
QMSrs	O
website,	O
and	O
elearning	O
system	O
including	O
the	O
writing	O
of	O
requirements.	O
"
"	O
•	O
Review	O
and	O
preparation	O
of	O
QMSrs	O
courses	O
using	O
MS	O
PowerPoint.	O
"
"	O
•	O
Update	O
SharePoint	O
as	O
necessary.	O
"
"	O
•	O
Improvement	B-Skills
of	I-Skills
business	I-Skills
processes	I-Skills
and	I-Skills
procedures	I-Skills
with	O
an	O
eye	O
on	O
cost	O
reduction.	O
"
"	O
•	O
Development	O
and	O
execution	O
of	O
targeted	O
training	O
policies	O
and	O
plans	O
"
"	O
•	O
Plan,	O
organize	O
and	O
coordinate	O
in-house	O
and	O
off-site	O
accredited	O
training	O
courses,	O
seminars,	O
"
"	O
workshops	O
and	O
other	O
program	O
activities.	O
"
"	O
•	O
Research	O
markets	O
to	O
identify	O
opportunities.	O
"
"	O
•	O
Liaise	O
with	O
clients	O
to	O
ascertain	O
their	O
precise	O
requirements.	O
"
"	O
•	O
Prepare	B-Skills
quotes	I-Skills
for	I-Skills
clients.	I-Skills
"
"	O
•	O
Using	O
MS	B-Skills
Excel,	I-Skills
prepare	I-Skills
budgets	I-Skills
for	O
requested	O
trainings	O
by	O
QMSrs	O
clients.	O
"
"	O
•	O
Assign	B-Skills
instructors	I-Skills
to	I-Skills
clients.	I-Skills
"
"	O
Technical	B-Skills
Support	I-Skills
Engineer	I-Skills
"
"	O
"
"	O
18/05/2009	O
-	O
06/04/2011	O
"
"	O
"
"	O
•	O
Provide	B-Skills
repair	B-Skills
and	O
support	B-Skills
on	O
internet,	O
systems	O
(desktops,	O
laptops,	O
printers)	O
and	O
network	O
matters	O
to	O
"
"	O
our	O
clients.	O
"
"	O
•	O
Respond	O
to	O
customers	O
when	O
resolution	O
is	O
confirmed	O
and	O
in	O
the	O
interim	O
to	O
maintain	O
confidence	O
in	O
the	O
"
"	O
service.	O
"
"	O
Quality	O
Excellence	O
Certificate:	O
Awarded	O
in	O
recognition	O
of	O
the	O
quality	O
level	O
with	O
which	O
I	O
handled	O
a	O
"
"	O
technical	O
issue	O
that	O
displays	O
exceptional	O
technical	O
and	O
customer	O
service	O
skills.	O
"
"	O
Customer	O
Commendations:	O
I	O
gained	O
several	O
of	O
these.	O
To	O
view	O
commendations	O
click	O
here	O
"
"	O
MAXIMA	O
Holdings	O
PLC	O
"
"	O
"
"	O
Service	O
Management	O
Engineer	O
"
"	O
"
"	O
16/07/2007	O
-	O
31/12/2008	O
"
"	O
"
"	O
•	O
Manage	B-Skills
&	I-Skills
resolve	I-Skills
corporate	I-Skills
customers’	I-Skills
technical	I-Skills
queries	I-Skills
(e.g.	O
Tower	O
42,	O
Serco,	O
Fixi	O
Group,	O
"
"	O
•	O
Inchcape,	O
Bristol	O
St,	O
Berkeley	O
group,	O
FA	O
Premier	O
League,	O
Transport	O
For	O
London	O
"
"	O
etc).	O
"
"	O
Technical	O
Specialist	O
"
"	O
"
"	O
24/02/2007	O
-	O
06/07/2007	O
"
"	O
"
"	O
•	O
Provide	O
repair	O
and	O
support	O
on	O
internet,	O
systems	O
(desktops,	O
laptops,	O
printers)	O
and	O
network	O
matters	O
to	O
"
"	O
our	O
clients.	O
"
"	O
•	O
Respond	O
to	O
customers	O
when	O
resolution	O
is	O
confirmed	O
and	O
in	O
the	O
interim	O
to	O
maintain	O
confidence	O
in	O
the	O
"
"	O
service.	O
"
"	O
•	O
Primary	O
contact	O
with	O
service	O
providers.	O
"
"	O
•	O
Review	O
and	O
monitor	O
systems	O
and	O
practices	O
to	O
enhance	O
service	O
offering	O
where	O
possible.	O
"
"	O
Computer	O
Aid	O
International	O
"
"	O
"
"	O
IT	O
Technician	O
"
"	O
"
"	O
01/09/2006	O
-	O
15/02/2007	O
"
"	O
"
"	O
•	O
Fully	O
refurbish	O
and	O
test	O
PCs	O
and	O
laptops.	O
"
"	O
•	O
Ensuring	O
hard	O
disks	O
are	O
