Word	Tag
&	O
Commissioning.	O
"
"	O
UPS	O
System	O
Installation	O
&	O
Testing	O
&	O
Commissioning.	O
"
"	O
Completed	O
Projects	O
"
"	O
ADNOC	O
Explosive	O
Storage	O
Facilities	O
at	O
Western	O
Region	O
Abu	O
Dhabi.	O
"
"	O
October	O
2014.0	O
to	O
July	O
2015.0	O
"
"	O
Public	O
Address	O
System	O
Installation	O
&	O
Testing	O
&	O
Commissioning.	O
"
"	O
Intrusion	O
and	O
Detection	O
System	O
Installation	O
&	O
Testing	O
&	O
Commissioning.	O
"
"	O
Bourge	O
Innovation	O
Center	O
Sas	O
Al	O
Nakhil	O
Abu	O
Dhabi	O
"
"	O
July	O
2013.0	O
to	O
October	O
2014.0	O
"
"	O
Fire	O
Detection	O
and	O
Alarm	O
System	O
(Manual	O
Call	O
Point,	O
Smoke	O
&	O
Heat	O
Detectors	O
Device	O
)	O
Installation	O
&	O
Testing	O
&	O
Commissioning.	O
"
"	O
Fire	O
Protection	O
Alarms	O
and	O
Supervisory	O
System	O
(Interface	O
Devices	O
Testing:	O
Control	O
&	O
Monitoring	O
Modules)	O
Installation	O
&	O
Testing	O
&	O
Commissioning.	O
"
"	O
Security	O
&	O
Access	O
Control	O
System	O
(SACS)	O
Installation	O
of	O
Door	O
Access	O
Control,	O
Devices	O
(Electro	O
Magnetic	O
Locks,	O
Door	O
Strike,	O
Magnetic/proximity	O
Card	O
Readers,	O
Control	O
Modules	O
and	O
I/O	O
Modules)&Testing	O
&	O
Commissioning.	O
"
"	O
Education	O
Qualification	O
"
"	O
Bachelor	O
of	O
Technology	O
Electrical	O
2010.0	O
New	O
Port	O
University,	O
Karachi,	O
Pakistan.	O
"
"	O
Diploma	O
of	O
Power	O
Technology	O
1991.0	O
Govt	O
.College	O
of	O
Technology,	O
Karachi,	O
Pakistan.	O
"
"	O
Professional	O
Development	O
Certificates	O
"
"	O
Certificate	O
of	O
training	O
of	O
structured	O
cabling	O
system	O
by	O
CPT	O
"
"	O
Certificate	O
of	O
basic	O
maintenance	O
of	O
Volvo	O
generator	O
set	O
by	O
AL	O
MASOOD	O
"
"	O
Certificate	O
of	O
training	O
operation	O
and	O
maintenance	O
of	O
LV	O
Switchgear	O
by	O
Schneider	O
Electric.	O
"
"	O
Certificate	O
of	O
training	O
of	O
digital	O
audio	O
intercom	O
systems	O
by	O
TST.	O
"
"	O
Certificate	O
of	O
training	O
of	O
simplex	O
fire	O
alarm	O
system	O
by	O
Sibca	O
Electronics.	O
"
"	O
Certificate	O
of	O
training	O
of	O
SMATV	O
System	O
by	O
Triax.	O
"
"	O
Software	O
Proficiency	O
"
"	O
"
"	O
.	.
KEY	O
QUALIFICATIONS	O
"
"	O
●	O
iOS	O
Developer	O
​working	O
with	O
iOS	O
SDK’s,	O
CocoaTouch,	O
UIKit,	O
Xcode,	O
Interface	O
Builder,	O
Instruments,	O
and	O
"
"	O
Git	O
on	O
a	O
daily	O
basis.	O
"
"	O
●	O
Good	O
knowledge	O
with	O
advanced	O
iOS	O
technologies	O
including	O
Core	O
Location,	O
MapKit,	O
GoogleMap,	O
and	O
"
"	O
Auto	O
Layout.	O
"
"	O
●	O
Strong	O
self-learner	O
with	O
a	O
desire	O
to	O
stay	O
highly	O
informed	O
on	O
best	O
practices	O
and	O
latest	O
developments	O
to	O
"
"	O
Apple’s	O
iOS	O
mobile	O
platform.	O
"
"	O
●	O
Continuously	O
focused	O
on	O
providing	O
an	O
excellent	O
user	O
experience	O
via	O
clean,	O
maintainable,	O
performing	O
code.	O
"
"	O
●	O
Professional,	O
personable,	O
and	O
flexible	O
while	O
working	O
to	O
achieve	O
objectives.	O
"
"	O
"
"	O
INDEPENDENT	O
iOS	O
DEVELOPER	O
"
"	O
●	O
Designation:	O
​iOS​	B-Designation
​Developer	I-Designation
"
"	O
●	O
2.5	B-Years of Experience
years	I-Years of Experience
of	O
experience	O
in	O
​iOS​	O
mobile	O
application	O
development.	O
"
"	O
●	O
Developed	O
native	O
based	O
iPhone	O
and	O
iPad	O
applications	O
using	O
Swift,	O
XCode,	O
iPhone	O
SDK,	O
and	O
Cocoa	O
Touch	O
"
"	O
framework.	O
"
"	O
●	O
UI	O
design	O
implementation	O
using	O
Storyboards.	O
"
"	O
●	O
Developed	O
and	O
implemented	O
application	O
designs	O
based	O
on	O
MVC.	O
"
"	O
●	O
Designed	O
applications	O
for	O
all	O
types	O
of	O
screen	O
sizes	O
and	O
orientations.	O
"
"	O
●	O
"
"	O
Jan	B-Years of Experience
–	I-Years of Experience
2018.0	I-Years of Experience
to	I-Years of Experience
Nov	I-Years of Experience
-	I-Years of Experience
2019,	I-Years of Experience
Inforicx	B-Companies worked at
Software	I-Companies worked at
Private	I-Companies worked at
Limited​,	I-Companies worked at
Coimbatore.	I-Companies worked at
"
"	O
●	O
Dec	B-Years of Experience
-	I-Years of Experience
2019.0	I-Years of Experience
Deuglo	B-Companies worked at
Infosystem	I-Companies worked at
Private	I-Companies worked at
Limited	I-Companies worked at
_	I-Years of Experience
Present,	I-Years of Experience
Bengaluru.	O
"
"	O
​TECHNICAL	O
SKILLS	O
​*	O
"
"	O
Programming	O
Language:​	O
Swift	O
"
"	O
Databases:	O
​Core	O
Data	O
"
"	O
IDEs:​	O
Xcode	O
"
"	O
Version	O
Control	O
Systems:	O
​Git,	O
Trello,	O
and	O
Bitbucket	O
"
"	O
​Platform:​	O
macOS	O
.	O
"
"	O
PROJECT	O
DETAILS	O
"
"	O
●	O
Application	O
1.0	O
:	O
CareGivers	O
Circle	O
"
"	O
Team	O
size	O
"
"	O
:1	O
"
"	O
Language	O
"
"	O
:	O
Swift	O
4.0	O
"
"	O
This	O
application	O
goal	O
is	O
to	O
help	O
caregivers	O
with	O
power	O
in	O
their	O
palms	O
to	O
reach	O
out	O
to	O
others	O
"
"	O
for	O
emotional,	O
financial	O
and	O
informational	O
needs	O
and	O
the	O
more	O
we	O
can	O
search	O
friends	O
using	O
by	O
name	O
and	O
"
"	O
location	O
and	O
this	O
app	O
having	O
chat	O
functionality	O
for	O
buying	O
the	O
product	O
from	O
the	O
seller	O
.	O
"
"	O
●	O
Application	O
2.0	O
:	O
PayPakka	O
"
"	O
:	O
Swift	O
5.0	O
"
"	O
This	O
application	O
for	O
cable	O
TV	O
internet	O
operators,	O
you	O
can	O
pay	O
with	O
a	O
credit	O
card,	O
debit	O
card,	O
"
"	O
UPI,	O
wallets.	O
​Breath	O
the	O
freedom	O
of	O
selecting	O
channels	O
and	O
plan	O
for	O
your	O
service.	O
No	O
need	O
for	O
dialing	O
your	O
"
"	O
service	O
provider.	O
Do	O
you	O
have	O
a	O
problem	O
with	O
the	O
connection	O
of	O
your	O
TV	O
or	O
Net	O
connectivity?	O
Let	O
the	O
"
"	O
service	O
provider	O
hear	O
it	O
immediately.	O
A	O
simple	O
click	O
will	O
raise	O
your	O
service	O
complaints.	O
"
"	O
●	O
Application	O
3.0	O
:	O
OluMark	O
"
"	O
"
"	O
.	.
WORK	O
EXPERIENCE	O
"
"	O
Bank	B-Companies worked at
of	I-Companies worked at
America	I-Companies worked at
"
"	O
Sales	B-Designation
and	I-Designation
Service	I-Designation
Specialist	I-Designation
"
"	O
"
"	O
Dec	B-Years of Experience
2013.0	I-Years of Experience
-	I-Years of Experience
June	I-Years of Experience
2014.0	I-Years of Experience
"
"	O
Mill	B-Location
Valley,	I-Location
CA	I-Location
"
"	O
·	O
Promoted	O
due	O
to	O
proven	O
ability	O
to	O
resolve	O
complex	O
service	O
issues	O
and	O
process	O
transactions	O
accurately	O
"
"	O
and	O
efficiently	O
to	O
guarantee	O
customer	O
satisfaction	O
and	O
build	O
customer	O
confidence	O
and	O
trust.	O
Responsible	O
"
"	O
for	O
establishing,	O
retaining	O
and	O
deepening	O
relationships	O
with	O
customers	O
to	O
achieve	O
team	O
sales	O
goals	O
as	O
"
"	O
well	O
as	O
providing	O
proactive	O
sales	O
activities	O
of	O
basic	O
products	O
while	O
referring	O
more	O
complex	O
requests	O
such	O
"
"	O
as	O
mortgages	O
and	O
investment	O
products.	O
"
"	O
Teller	O
"
"	O
Aug	B-Years of Experience
2012.0	I-Years of Experience
-	I-Years of Experience
Dec	I-Years of Experience
2013.0	I-Years of Experience
"
"	O
·	O
Gained	O
proficiency	O
in	O
retail	O
banking	O
operations,	O
including	O
computing	O
figures,	O
processing	O
transactions	O
"
"	O
with	O
speed	O
and	O
accuracy	O
and	O
building	O
customer	O
loyalty	O
through	O
exceptional	O
customer	O
service.	O
Learned	O
"
"	O
to	O
control	O
large	O
amounts	O
of	O
cash	O
flow,	O
work	O
within	O
established	O
policies,	O
procedures	O
and	O
guidelines	O
and	O
"
"	O
acquired	O
the	O
ability	O
to	O
advise	O
customers	O
on	O
products	O
and	O
services	O
the	O
bank	O
has	O
to	O
offer.	O
Earned	O
a	O
"
"	O
promotion	O
to	O
the	O
position	O
of	O
Sales	O
and	O
Service	O
Specialist.	O
"
"	O
SKILLS	O
"
"	O
Programming	O
"
"	O
Protocols	O
&	O
APIs	O
"
"	O
Databases	O
"
"	O
Python,	O
R	O
"
"	O
XML,	O
JSON,	O
REST	O
"
"	O
"
"	O
.	.
Experience	O
in	O
design	O
review	O
&	O
development	O
(basic	O
and	O
detailed).	O
"
"	O
"
"	O
Worked	O
out	O
with	O
international	O
consultants	O
(Bechtel,	O
Parson,	O
MWH,	O
Ital.	O
Consult,	O
Idrosse,	O
KBR,	O
Halcrow,	O
KEO,	O
Hill,	O
EMIT…	O
"
"	O
Well	O
experience	O
/Knowledge	O
in	O
local	O
&international	O
standards	O
(ASME,	O
PCI,ADDC,	O
ADSSC,	O
ASTM,API,	O
NFPA,	O
ISO,	O
OSHA,	O
"
"	O
Technical	O
sound	O
with	O
highly	O
professional	O
for	O
identifying	O
requirements	O
/	O
specifications.	O
"
"	O
Accountability/Responsibility	O
"
"	O
QHSE,	O
Client	O
Relationship,	O
Reporting	O
,mange	O
stockholders	O
expectation,	O
commercial	O
management,	O
scope	O
management,	O
time	O
/schedule	O
management,	O
cost	O
control,	O
Team	O
Management,	O
Reporting,	O
communication	O
management,	O
Risk	O
Management,	O
Design	O
management,	O
procurement	O
&sub	O
/contract	O
management,	O
and	O
construction	O
management	O
"
"	O
Professional	O
Experience	O
"
"	O
Project	B-Designation
Manager	I-Designation
"
"	O
At	O
Saudi	B-Companies worked at
Oger	I-Companies worked at
Ltd.	I-Companies worked at
(EPC	I-Companies worked at
Contractor):	I-Companies worked at
Saudi	B-Location
Arabia/Riyadh	I-Location
August	B-Years of Experience
2014.0	I-Years of Experience
To	I-Years of Experience
Present	I-Years of Experience
"
"	O
Project:	O
-SANG	O
Staff	O
Housing	O
/	O
residential	O
/Infrastructure	O
project	O
-2.5	O
billion	O
dollar)	O
(Turnkey	O
Project	O
)	O
in	O
progress	O
"
"	O
Scope	O
of	O
the	O
project	O
:-6000	O
villas,	O
service	O
buildings	O
,Hospitals	O
,Sewage	O
treatment	O
plant	O
,	O
Infrastructure,	O
Utilities,	O
Pumping	O
stations,	O
sub	O
stations,	O
HV,	O
MV/LV	O
irrigation	O
systems	O
&networks	O
,telecommunication,	O
schools	O
,water	O
networks	O
,water	O
tanks	O
,.	O
Etc.	O
"
"	O
Job	O
responsibilities	O
(but	O
not	O
limited	O
to	O
the	O
below)	O
"
"	O
Responsible	O
for	O
delivering	O
the	O
Sewage	O
treatment	O
plant,	O
pumping	O
station,	O
water	O
tanks,	O
elevated	O
tank	O
force	O
main	O
and	O
Residential	O
Building	O
&Villas	O
construction	O
plus	O
infrastructure	O
&relocation	O
of	O
existing	O
services	O
all	O
related	O
to	O
one	O
part	O
of	O
the	O
project	O
(Area	O
B	O
with	O
1216.0	O
villas)	O
against	O
scope,	O
Budget	O
and	O
schedule	O
"
"	O
Prepare	O
with	O
coordination	O
with	O
PMC	O
/planning	O
Engineer	O
the	O
overall	O
planning	O
(work	O
program,	O
work	O
schedule,	O
histograms,	O
material	O
delivery	O
schedule)	O
of	O
the	O
project	O
activities;	O
defines	O
the	O
scope	O
and	O
implements	O
project	O
plans	O
in	O
accordance	O
with	O
the	O
client’s	O
needs	O
as	O
early	O
as	O
pre-selling	O
activities,	O
through	O
proposal	O
scoping	O
and	O
project	O
start-up,	O
execution	O
and	O
completion.	O
"
"	O
Prepare	O
communication	O
plans	O
and	O
related	O
project	O
status	O
reports	O
for	O
my	O
part	O
of	O
project	O
scope	O
with	O
coordination	O
with	O
PMC	O
/Managing	O
director	O
to	O
key	O
stakeholders	O
and	O
governance	O
bodies	O
(as	O
appropriate)	O
to	O
provide	O
project	O
updates	O
on	O
activities	O
and	O
deliverables,	O
as	O
well	O
as	O
risks	O
and	O
mitigation	O
strategies.	O
"
"	O
Liaise	O
with	O
PMC	O
to	O
develop	O
the	O
90.0	O
days	O
and	O
2-weeks	O
look-ahead	O
plans,	O
and	O
implements	O
work	O
in	O
agreed	O
sequence.	O
"
"	O
Defines	O
and	O
manages	O
overall	O
change	O
control	O
processes	O
and	O
quality	O
assurance	O
aspects	O
of	O
the	O
project	O
with	O
coordination	O
with	O
contract	O
/QHSE	O
Manager	O
and	O
Managing	O
director	O
to	O
ensure	O
project	O
success	O
"
"	O
Defines	O
and	O
manages	O
overall	O
project	O
risk	O
identification	O
and	O
mitigation	O
processes	O
through	O
interaction	O
with	O
project	O
constituents	O
and	O
stakeholders;	O
identifies	O
all	O
project	O
barriers	O
on	O
a	O
timely	O
basis	O
and	O
identifies	O
strategies	O
and	O
approaches	O
to	O
overcome	O
these	O
barriers;	O
"
"	O
Consults	O
and	O
negotiates	O
with	O
clients	O
and	O
consultants	O
on	O
issues/	O
concerns	O
that	O
might	O
arise	O
as	O
needed	O
on	O
my	O
scope	O
of	O
work;	O
liaises	O
on	O
all	O
contractual	O
matters	O
related	O
to	O
the	O
project	O
with	O
the	O
Managing	O
director	O
and	O
contract	O
manager	O
and	O
ensures	O
the	O
Company’s	O
rights	O
and	O
entitlements	O
are	O
recorded	O
and	O
notified	O
to	O
the	O
client/	O
consultant	O
as	O
appropriate	O
and	O
in	O
accordance	O
with	O
the	O
contract	O
terms	O
and	O
conditions.	O
"
"	O
Ensures	O
method	O
statements,	O
procedures	O
are	O
submitted	O
to	O
the	O
Consultants	O
and	O
are	O
implemented	O
as	O
per	O
their	O
approval.	O
"
"	O
Manages	O
all	O
site	O
work	O
and	O
ensures	O
that	O
it	O
is	O
executed	O
in	O
accordance	O
with	O
the	O
contract	O
approved	O
specifications,	O
drawings,	O
plan,	O
and	O
method	O
statement/	O
procedures	O
submitted	O
to	O
the	O
consultant.	O
"
"	O
Performs	O
administrative	O
functions	O
such	O
as	O
reviewing	O
and	O
writing	O
reports,	O
approving	O
expenditures,	O
enforcing	O
rules,	O
and	O
making	O
decisions	O
about	O
the	O
purchase	O
of	O
materials	O
or	O
services;	O
prepares	O
cash	O
flow	O
in	O
coordination	O
with	O
the	O
Finance	O
department.	O
"
"	O
Direct	O
all	O
project	O
phases	O
–	O
engineering	O
(basic	O
and	O
detailed),	O
procurement,	O
fabrication,	O
construction,	O
and	O
commissioning/start-up.	O
"
"	O
Manage	O
the	O
execution	O
of	O
the	O
project	O
with	O
a	O
focus	O
on	O
maintaining	O
or	O
improving	O
the	O
as-sold	O
profit	O
level	O
for	O
my	O
scope	O
of	O
work	O
with	O
weekly	O
monitoring	O
report	O
from	O
cost	O
control	O
/PMC	O
"
"	O
Track	O
/Monitor	O
the	O
project	O
against	O
its	O
schedule,	O
budget	O
and	O
against	O
mile	O
stones,	O
Objectives	O
and	O
report	O
status	O
to	O
management	O
and	O
customer	O
on	O
a	O
regular	O
basis,	O
and	O
executive	O
staff	O
on	O
an	O
as	O
needed	O
basis.	O
"
"	O
Make	O
sure	O
that	O
the	O
Company’s	O
rules	O
and	O
policies	O
and	O
follows	O
professional	O
practice	O
by	O
project	O
team	O
"
"	O
Lead	O
/	O
Coach	O
Project	O
Teams,	O
plan	O
and	O
facilitates	O
the	O
communication	O
and	O
interaction	O
among	O
all	O
project	O
team	O
and	O
all	O
functional	O
representatives.	O
"
"	O
Develop	O
and	O
implements	O
recovery	O
plans	O
for	O
off-schedule	O
and	O
unanticipated	O
occurrences.	O
"
"	O
Prepare	O
periodic	O
management	O
and/or	O
customer	O
reports	O
and	O
presentations.	O
"
"	O
Attends	O
to	O
all	O
technical	O
/progress	O
meetings	O
with	O
Consultant/	O
Client	O
with	O
proper	O
fast	O
action	O
when	O
required.	O
"
"	O
Lead	O
periodical	O
Project	O
Meetings	O
with	O
project	O
team	O
and	O
functional	O
representatives	O
"
"	O
Identify	O
project	O
scope	O
changes	O
and	O
prepares	O
job	O
change	O
notices	O
for	O
submittal	O
to	O
clients	O
with	O
coordination	O
with	O
contract	O
manger.	O
"
"	O
Maintain	O
QHSE	O
requirements	O
with	O
coordination	O
with	O
Safety	O
/QC	O
Manager.	O
"
"	O
Review	O
and	O
approves	O
key	O
project	O
documents	O
including	O
P&IDs,	O
Plot	O
Plans,	O
Operating	O
Manuals,	O
etc.	O
"
"	O
Work	O
with	O
Project	O
Controls	O
to	O
transition	O
proposed	O
budget	O
into	O
execution	O
budget.	O
Tracks	O
costs	O
and	O
reports	O
against	O
budget.	O
"
"	O
liaise	O
with	O
QS	O
for	O
on	O
time	O
invoicing	O
and	O
make	O
sure	O
that	O
all	O
requirements	O
are	O
ready	O
"
"	O
Reviewing	O
sub	O
-Contractor	O
program	O
submittals	O
as	O
per	O
project	O
schedule	O
/mile	O
stones	O
"
"	O
Participating	O
in	O
and	O
coordinating	O
value	O
engineering	O
and	O
risk	O
analysis	O
reviews	O
and	O
making	O
recommendation	O
to	O
management.	O
"
"	O
EPC	B-Designation
Project	I-Designation
Manager	I-Designation
"
"	O
EMCO	B-Companies worked at
Group	I-Companies worked at
(EPC	I-Companies worked at
Contractor):	I-Companies worked at
UAE	O
July	B-Years of Experience
2011.0	I-Years of Experience
to	I-Years of Experience
August	I-Years of Experience
2014.0	I-Years of Experience
"
"	O
Job	O
responsibilities:	O
"
"	O
Directed	O
and	O
supervised	O
all	O
construction	O
project	O
management	O
phases	O
for	O
the	O
sewage	O
&water	O
treatment,	O
pumping	O
stations	O
and	O
force	O
mains	O
assigned	O
EPC	O
projects	O
and	O
from	O
inception	O
to	O
completion	O
against	O
agreed	O
scope,	O
budget,	O
and	O
schedule	O
&	O
customer	O
expectations.	O
"
"	O
civil	O
work,	O
etc	O
Value:-$60,000,000	O
Status:	O
Projects	O
Complete/	O
Turnkey	O
project	O
"
"	O
Scope	O
Brief:	O
-	O
Five	O
Swage	O
pumping	O
stations,	O
STP,	O
Civil	O
work,	O
transmission	O
line&	O
etc..	O
"
"	O
Hydrogen	O
generation	O
plant	O
Construction,	O
19,000Nm3/h,	O
,	O
Location	O
Egypt	O
/Suez	O
/oil	O
processing	O
Co,	O
Role:	O
Electromechanical	O
&piping	O
Engineer	O
Value	O
:-$100,000,000	O
Status:	O
Projects	O
Completed/	O
Turnkey	O
project	O
"
"	O
Scope	O
Brief:	O
-	O
Hydrogen	O
plant	O
construction,	O
steel	O
structure,	O
pipe	O
racks,	O
piping	O
systems	O
(Alloy	O
steel,	O
stainless	O
steel,	O
,	O
civil	O
work&	O
"
"	O
"
"	O
.	.
Career	O
Objective:	O
"
"	O
"
"	O
To	O
acquire	O
a	O
position	O
that	O
will	O
enable	O
me	O
to	O
apply	O
my	O
multimedia	O
skills,	O
organizational	O
skills,	O
educational	O
background	O
and	O
ability	O
to	O
work	O
well	O
with	O
people	O
to	O
a	O
growing	O
and	O
dynamic	O
firm.	O
"
"	O
Qualifications:	O
"
"	O
Excellent	O
computer	O
skills	O
–	O
applications	O
related	O
to	O
Microsoft	O
Office,	O
Adobe	O
Applications,	O
Solid	O
Edge	O
or	O
the	O
internet.	O
"
"	O
	O
Photographer	O
&	O
Videographer	O
"
"	O
Fluency	O
in	O
English	O
both	O
oral	O
and	O
written	O
"
"	O
Excellent	O
communication	O
skills	O
(English	O
&	O
Arabic)	O
"
"	O
Typing	O
Speed	O
of	O
60.0	O
WPM	O
"
"	O
Highly	O
dedicated	O
and	O
willing	O
to	O
learn	O
with	O
strong	O
multimedia	O
skills,	O
goal	O
oriented	O
and	O
high	O
initiative	O
skills.	O
"
"	O
Desirous	O
about	O
achieving	O
a	O
challenging	O
position	O
that	O
allows	O
meaningful	O
and	O
positive	O
contribution	O
to	O
the	O
development	O
of	O
the	O
company.	O
"
"	O
Experience:	O
"
"	O
Branch	B-Designation
Manager	I-Designation
"
"	O
Jovial	B-Companies worked at
Watches	I-Companies worked at
and	I-Companies worked at
Jewelry	I-Companies worked at
"
"	O
Fujairah	O
"
"	O
April	B-Years of Experience
2015.0	I-Years of Experience
-	I-Years of Experience
Present	I-Years of Experience
"
"	O
Photographer	O
"
"	O
Manila	B-Companies worked at
International	I-Companies worked at
Auto	I-Companies worked at
Show	I-Companies worked at
"
"	O
2013.0	B-Years of Experience
-2015.0	I-Years of Experience
"
"	O
Receptionist	O
"
"	O
Rockman	B-Companies worked at
Studio	I-Companies worked at
"
"	O
86.0	O
MH	O
Del	O
Pilar,	O
Pasig	B-Location
City	I-Location
"
"	O
January	B-Years of Experience
2014.0	I-Years of Experience
-	I-Years of Experience
March	I-Years of Experience
2014.0	I-Years of Experience
"
"	O
Secretary	O
"
"	O
Manalo	B-Companies worked at
Law	I-Companies worked at
Firm	I-Companies worked at
"
"	O
Makati	O
Avenue	O
COR.	O
Sen	O
Gil	O
Puyat	O
Avenue,	O
Makati	B-Location
City	I-Location
"
"	O
May	B-Years of Experience
2012.0	I-Years of Experience
–	I-Years of Experience
January	I-Years of Experience
2015.0	I-Years of Experience
"
"	O
"
"	O
.	.
Experience	O
"
"	O
Project	B-Designation
Head	I-Designation
-	O
NORKA	B-Companies worked at
Business	I-Companies worked at
Facilitation	I-Companies worked at
Centre	I-Companies worked at
"
"	O
2019.0	B-Years of Experience
-	I-Years of Experience
Present	I-Years of Experience
Trivandrum	O
"
"	O
●	O
"
"	O
"
"	O
Identified	O
overseas	O
Non	O
Resident	O
Keralite	O
(NRK)	O
investors	O
for	O
investment	O
into	O
Kerala	O
"
"	O
Supervised	O
the	O
activities	O
of	O
the	O
Centre	O
and	O
direct	O
subordinates	O
"
"	O
Coordinated	O
with	O
Government	O
of	O
Kerala	O
and	O
other	O
government	O
agencies	O
"
"	O
Conducted	O
seminars,	O
conferences,	O
workshops	O
to	O
focus	O
on	O
investments	O
for	O
NRKs	O
"
"	O
Managed	O
the	O
programme	O
budget,	O
including	O
risk	O
allowance	O
"
"	O
Prepared	O
periodic	O
reports,	O
financial	O
statements	O
and	O
records	O
on	O
center	O
projects	O
"
"	O
Progress	O
reports,	O
status	O
and	O
other	O
special	O
reports	O
for	O
management	O
or	O
outside	O
agencies	O
"
"	O
Prepared	O
project	O
reports	O
for	O
setting	O
up	O
business	O
ventures	O
in	O
Kerala	O
"
"	O
Provided	O
consultancy	O
services	O
on	O
financial	O
services,	O
real	O
estate,	O
marketing	O
and	O
HR	O
"
"	O
Facilitated	O
entrepreneur	O
development	O
training	O
to	O
prospective	O
investors	O
"
"	O
Acted	O
as	O
a	O
single	O
point	O
of	O
contact	O
to	O
connect	O
the	O
NRKs	O
with	O
Government	O
of	O
Kerala	O
"
"	O
Prioritize	O
and	O
delegate	O
operation	O
of	O
center	O
activities	O
through	O
assigned	O
staff	O
work	O
"
"	O
Translated	O
the	O
strategic	O
goals	O
into	O
operational	O
plans	O
to	O
achieve	O
the	O
required	O
targets	O
"
"	O
Identified	O
promotional	O
opportunities	O
ensuring	O
these	O
are	O
coordinated	O
with	O
campaigns	O
"
"	O
Organized	O
G2B	O
and	O
B2B	O
diaspora	O
meet	O
with	O
focus	O
on	O
investment	O
to	O
ensure	O
growth	O
"
"	O
Lead	O
role	O
in	O
building	O
a	O
strong	O
management	O
culture	O
with	O
the	O
operations	O
team	O
"
"	O
Invested	O
time	O
coaching	O
Managers,	O
identifying	O
skills	O
and	O
opportunities	O
for	O
development	O
"
"	O
Provided	O
advice	O
and	O
guidance	O
on	O
management	O
issues	O
when	O
needed	O
"
"	O
Defined	O
the	O
tactics	O
that	O
realized	O
the	O
business	O
strategy	O
for	O
the	O
operations	O
team	O
"
"	O
Business	B-Designation
Consultant	I-Designation
-	O
vMarjn	O
"
"	O
2012.0	B-Years of Experience
-	I-Years of Experience
2018.0	I-Years of Experience
India	B-Location
&	I-Location
Sri	I-Location
Lanka	I-Location
"
"	O
This	O
entrepreneurial	O
venture	O
involves	O
leveraging	O
analytics	O
and	O
systems	O
to	O
sync	O
the	O
marketing	O
"
"	O
engine	O
with	O
sales	O
strategy	O
to	O
deliver	O
revenue	O
growth	O
and	O
brand	O
success.	O
"
"	O
Strategic	O
consulting	O
and	O
sales	O
development	O
for	O
revenue	O
performance	O
management	O
"
"	O
Extract	O
optimal	O
ROI	O
from	O
contracted	O
outbound	O
marketing	O
activities	O
"
"	O
Research,	O
evaluate	O
and	O
onboard	O
business	O
partners	O
"
"	O
Develop	O
relationships	O
through	O
enabling	O
and	O
relationship	O
management	O
"
"	O
Drive	O
revenue	O
growth	O
by	O
planning	O
demand	O
execution	O
and	O
lead	O
generation	O
"
"	O
Enable	O
knowledge	O
sharing,	O
improve	O
technical	O
skills	O
and	O
capabilities	O
of	O
teams	O
"
"	O
Grow	O
presence	O
on	O
LinkedIn	O
and	O
execution	O
of	O
social	O
media	O
marketing	O
program	O
"
"	O
Curation	O
of	O
content	O
for	O
corporate	O
newsletter,	O
website,	O
and	O
blog	O
"
"	O
Senior	B-Designation
Account	I-Designation
Manager	I-Designation
-	O
WSO2,	B-Companies worked at
Inc.	I-Companies worked at
"
"	O
2009.0	B-Years of Experience
-	I-Years of Experience
2012.0	I-Years of Experience
Sri	B-Location
Lanka	I-Location
"
"	O
WSO2	O
is	O
the	O
only	O
1.0	O
open	O
source	O
enterprise	O
platform	O
that	O
helps	O
to	O
build,	O
integrate,	O
analyse	O
and	O
"
"	O
manage	O
APIs,	O
applications,	O
and	O
Web	O
services.	O
"
"	O
Interfaced	O
with	O
30+	O
Fortune	O
1000.0	O
clients	O
located	O
across	O
NA,EMEA,	O
APAC	O
"
"	O
Closed	O
the	O
first	O
major	O
customer	O
in	O
continental	O
Europe	O
with	O
a	O
MNC	O
in	O
Spain	O
"
"	O
Established	O
presence	O
in	O
Italy	O
by	O
signing	O
on	O
a	O
primary	O
System	O
Integration	O
partner	O
"
"	O
Administered	O
salesforce.com	O
for	O
forecasting,	O
build	O
accurate	O
pipeline,	O
and	O
projections	O
"
"	O
Ensured	O
high	O
customer	O
satisfaction	O
index	O
that	O
enabled	O
close	O
to	O
0.99	O
recurring	O
business	O
"
"	O
Managed	O
social	O
media	O
campaigns	O
in	O
a	O
variety	O
of	O
platforms	O
and	O
online	O
assets	O
"
"	O
Territory	B-Designation
Account	I-Designation
Manager	I-Designation
-	O
Motorola	B-Companies worked at
Solutions	I-Companies worked at
"
"	O
2007.0	B-Years of Experience
-	I-Years of Experience
2009.0	I-Years of Experience
Bangalore	B-Location
&	I-Location
Mumbai	I-Location
"
"	O
Motorola	O
Solutions	O
is	O
a	O
global	O
leader	O
in	O
mission-critical	O
communications	O
products,	O
services	O
and	O
solutions.	O
"
"	O
Generated	O
USD	O
six	O
figure	O
revenue	O
as	O
executive	O
responsible	O
for	O
non	O
named	O
accounts	O
"
"	O
Exceeded	O
targets	O
with	O
high	O
profit	O
margin	O
by	O
delighting	O
30+	O
customers	O
"
"	O
Worked	O
with	O
10+	O
major	O
channel	O
partners	O
to	O
ensure	O
the	O
success	O
of	O
Motorola's	O
solutions	O
"
"	O
Validated	O
the	O
business	O
impact	O
for	O
6+	O
key	O
customers	O
in	O
varied	O
verticals	O
at	O
